"","Correlation","Tissue","Gene","Protein"
"32013",0.633870967741936,"Kidney","PSMB9","P28065;PSB9_HUMAN"
"32014",0.063049853372434,"Kidney","DCTN4","Q9UJW0;DCTN4_HUMAN"
"32015",0.661846496106785,"Kidney","ITGA5","P08648;ITA5_HUMAN"
"32016",0.60241935483871,"Kidney","GLB1","P16278;BGAL_HUMAN"
"32017",0.623376623376623,"Kidney","ABCB1","P08183;MDR1_HUMAN"
"32018",0.514516129032258,"Kidney","SRPRA","P08240;SRPRA_HUMAN"
"32019",0.800218938149973,"Kidney","DPP4","P27487;DPP4_HUMAN"
"32020",0.577712609970674,"Kidney","TXNL1","O43396;TXNL1_HUMAN"
"32021",0.512478632478632,"Kidney","OAS3","Q9Y6K5;OAS3_HUMAN"
"32022",0.597058823529412,"Kidney","CHST14","Q8NCH0;CHSTE_HUMAN"
"32023",-0.0385964912280702,"Kidney","CDC42EP4","Q9H3Q1;BORG4_HUMAN"
"32024",0.404325513196481,"Kidney","SCRIB","Q14160;SCRIB_HUMAN"
"32025",0.781158357771261,"Kidney","HADH","Q16836;HCDH_HUMAN"
"32026",0.142857142857143,"Kidney","ZNF512","Q96ME7;ZN512_HUMAN"
"32027",0.386363636363636,"Kidney","SDHB","P21912;SDHB_HUMAN"
"32028",0.524420024420024,"Kidney","TNS3","Q68CZ2;TENS3_HUMAN"
"32029",0.550219941348974,"Kidney","HDGF","P51858;HDGF_HUMAN"
"32030",0.299486803519062,"Kidney","XRCC6","P12956;XRCC6_HUMAN"
"32031",0.259649122807018,"Kidney","HDGFL3","Q9Y3E1;HDGR3_HUMAN"
"32032",0.13304347826087,"Kidney","GTF2B","Q00403;TF2B_HUMAN"
"32033",0.245210727969349,"Kidney","TMX2","Q9Y320;TMX2_HUMAN"
"32034",0.402197802197802,"Kidney","ACOT8","O14734;ACOT8_HUMAN"
"32035",0.13312693498452,"Kidney","CARM1","Q86X55;CARM1_HUMAN"
"32036",0.276026392961877,"Kidney","OGFR","Q9NZT2;OGFR_HUMAN"
"32037",0.337243401759531,"Kidney","YBX3","P16989;YBOX3_HUMAN"
"32038",0.381964809384164,"Kidney","SQSTM1","Q13501;SQSTM_HUMAN"
"32039",0.140395894428153,"Kidney","PES1","O00541;PESC_HUMAN"
"32040",0.45343137254902,"Kidney","GPT2","Q8TD30;ALAT2_HUMAN"
"32041",0.449350649350649,"Kidney","NME7","Q9Y5B8;NDK7_HUMAN"
"32042",0.676153846153846,"Kidney","STAM","Q92783;STAM1_HUMAN"
"32043",0.673387096774194,"Kidney","MYLK","Q15746;MYLK_HUMAN"
"32044",0.469941348973607,"Kidney","CRYZ","Q08257;QOR_HUMAN"
"32045",0.386787125917561,"Kidney","KIDINS220","Q9ULH0;KDIS_HUMAN"
"32046",-0.41699604743083,"Kidney","FAM83H","Q6ZRV2;FA83H_HUMAN"
"32047",0.575384615384615,"Kidney","ACY1","Q03154;ACY1_HUMAN"
"32048",0.0725274725274725,"Kidney","TAF10","Q12962;TAF10_HUMAN"
"32049",0.286656891495601,"Kidney","ZNF638","Q14966;ZN638_HUMAN"
"32050",0.42558651026393,"Kidney","DNAJC11","Q9NVH1;DJC11_HUMAN"
"32051",0.48533724340176,"Kidney","USP7","Q93009;UBP7_HUMAN"
"32052",-0.0857142857142857,"Kidney","XIAP","P98170;XIAP_HUMAN"
"32053",0.260683760683761,"Kidney","COL4A2","P08572;CO4A2_HUMAN"
"32054",0.0989010989010989,"Kidney","BUD23","O43709;BUD23_HUMAN"
"32055",0.666422287390029,"Kidney","IGF2R","P11717;MPRI_HUMAN"
"32056",0.207844574780059,"Kidney","NAT10","Q9H0A0;NAT10_HUMAN"
"32057",0.674782608695652,"Kidney","OXCT1","P55809;SCOT1_HUMAN"
"32058",0.0617647058823529,"Kidney","ZNF787","Q6DD87;ZN787_HUMAN"
"32059",0.725073313782991,"Kidney","LRRFIP1","Q32MZ4;LRRF1_HUMAN"
"32060",0.277492668621701,"Kidney","MRPS28","Q9Y2Q9;RT28_HUMAN"
"32061",0.396923076923077,"Kidney","XPO5","Q9HAV4;XPO5_HUMAN"
"32062",0.446837606837607,"Kidney","NEK9","Q8TD19;NEK9_HUMAN"
"32063",0.440559440559441,"Kidney","RAB12","Q6IQ22;RAB12_HUMAN"
"32064",-0.364369501466276,"Kidney","RPL18","Q07020;RL18_HUMAN"
"32065",-0.447552447552448,"Kidney","TRAPPC4","Q9Y296;TPPC4_HUMAN"
"32066",0.661654135338346,"Kidney","SLC38A10","Q9HBR0;S38AA_HUMAN"
"32067",0.718181818181818,"Kidney","SFT2D3","Q587I9;SFT2C_HUMAN"
"32068",0.579912023460411,"Kidney","LRRC40","Q9H9A6;LRC40_HUMAN"
"32069",0.602307692307692,"Kidney","SYNGR2","O43760;SNG2_HUMAN"
"32070",0.56891495601173,"Kidney","SMARCC2","Q8TAQ2;SMRC2_HUMAN"
"32071",0.405116796440489,"Kidney","NPM3","O75607;NPM3_HUMAN"
"32072",0.440350877192982,"Kidney","HLTF","Q14527;HLTF_HUMAN"
"32073",0.469556243550052,"Kidney","NAGLU","P54802;ANAG_HUMAN"
"32074",0.462243401759531,"Kidney","ACAT2","Q9BWD1;THIC_HUMAN"
"32075",0.493506493506494,"Kidney","SCPEP1","Q9HB40;RISC_HUMAN"
"32076",0.220967741935484,"Kidney","YARS2","Q9Y2Z4;SYYM_HUMAN"
"32077",0.742857142857143,"Kidney","GLDC","P23378;GCSP_HUMAN"
"32078",0.147368421052632,"Kidney","ANKRD17","O75179;ANR17_HUMAN"
"32079",0.361367521367521,"Kidney","COL6A1","P12109;CO6A1_HUMAN"
"32080",-0.406060606060606,"Kidney","PAM","P19021;AMD_HUMAN"
"32081",0.0725806451612903,"Kidney","COX6C","P09669;COX6C_HUMAN"
"32082",0.518328445747801,"Kidney","MCM7","P33993;MCM7_HUMAN"
"32083",0.392228739002933,"Kidney","AHCY","P23526;SAHH_HUMAN"
"32084",0.176209677419355,"Kidney","CUL1","Q13616;CUL1_HUMAN"
"32085",0.69024926686217,"Kidney","GTF2I","P78347;GTF2I_HUMAN"
"32086",0.663856304985337,"Kidney","MCM5","P33992;MCM5_HUMAN"
"32087",0.599340175953079,"Kidney","MCM2","P49736;MCM2_HUMAN"
"32088",-0.523460410557185,"Kidney","RPL10A","P62906;RL10A_HUMAN"
"32089",0.640395894428152,"Kidney","CHMP4B","Q9H444;CHM4B_HUMAN"
"32090",0.1,"Kidney","TRIM56","Q9BRZ2;TRI56_HUMAN"
"32091",0.472527472527473,"Kidney","TGFB1I1","O43294;TGFI1_HUMAN"
"32092",0.644117647058823,"Kidney","DPP9","Q86TI2;DPP9_HUMAN"
"32093",-0.237536656891496,"Kidney","MRPL11","Q9Y3B7;RM11_HUMAN"
"32094",0.568951612903226,"Kidney","MIA3","Q5JRA6;TGO1_HUMAN"
"32095",0.156891495601173,"Kidney","DKC1","O60832;DKC1_HUMAN"
"32096",0.324175824175824,"Kidney","RANBP10","Q6VN20;RBP10_HUMAN"
"32097",0.644794721407625,"Kidney","ACADVL","P49748;ACADV_HUMAN"
"32098",0.561538461538462,"Kidney","BICD2","Q8TD16;BICD2_HUMAN"
"32099",0.417130144605117,"Kidney","CPT2","P23786;CPT2_HUMAN"
"32100",0.572413793103448,"Kidney","GBE1","Q04446;GLGB_HUMAN"
"32101",0.335384615384615,"Kidney","TIMM9","Q9Y5J7;TIM9_HUMAN"
"32102",-0.164835164835165,"Kidney","VAC14","Q08AM6;VAC14_HUMAN"
"32103",0.81579532814238,"Kidney","FDXR","P22570;ADRO_HUMAN"
"32104",0.31341642228739,"Kidney","CCAR1","Q8IX12;CCAR1_HUMAN"
"32105",0.131304347826087,"Kidney","EMG1","Q92979;NEP1_HUMAN"
"32106",0.852709359605911,"Kidney","PLS1","Q14651;PLSI_HUMAN"
"32107",0.565128205128205,"Kidney","WRNIP1","Q96S55;WRIP1_HUMAN"
"32108",0.437096774193548,"Kidney","TOM1","O60784;TOM1_HUMAN"
"32109",0.232074438970991,"Kidney","CD59","P13987;CD59_HUMAN"
"32110",0.330645161290323,"Kidney","HTRA2","O43464;HTRA2_HUMAN"
"32111",0.0736803519061583,"Kidney","ATL2","Q8NHH9;ATLA2_HUMAN"
"32112",0.301890989988877,"Kidney","DDX54","Q8TDD1;DDX54_HUMAN"
"32113",0.0773993808049536,"Kidney","PRPSAP2","O60256;KPRB_HUMAN"
"32114",-0.177052785923754,"Kidney","ATP5PD","O75947;ATP5H_HUMAN"
"32115",0.726906158357771,"Kidney","SNTB2","Q13425;SNTB2_HUMAN"
"32116",0.61948051948052,"Kidney","SPOUT1","Q5T280;CI114_HUMAN"
"32117",0.583076923076923,"Kidney","SLC27A4","Q6P1M0;S27A4_HUMAN"
"32118",0.0130434782608696,"Kidney","AQR","O60306;AQR_HUMAN"
"32119",0.418988269794721,"Kidney","GSTK1","Q9Y2Q3;GSTK1_HUMAN"
"32120",0.711510263929619,"Kidney","MAVS","Q7Z434;MAVS_HUMAN"
"32121",0.422177419354839,"Kidney","ITPR3","Q14573;ITPR3_HUMAN"
"32122",-0.353005865102639,"Kidney","RPL7","P18124;RL7_HUMAN"
"32123",0.652859237536657,"Kidney","DDX46","Q7L014;DDX46_HUMAN"
"32124",0.195381231671554,"Kidney","RPL22","P35268;RL22_HUMAN"
"32125",0.575652173913043,"Kidney","TFB1M","Q8WVM0;TFB1M_HUMAN"
"32126",0.291176470588235,"Kidney","STK10","O94804;STK10_HUMAN"
"32127",0.545087976539589,"Kidney","JPT2","Q9H910;JUPI2_HUMAN"
"32128",0.258241758241758,"Kidney","TRIM65","Q6PJ69;TRI65_HUMAN"
"32129",0.589230769230769,"Kidney","RIN1","Q13671;RIN1_HUMAN"
"32130",0.343475073313783,"Kidney","RRP1B","Q14684;RRP1B_HUMAN"
"32131",0.545299145299145,"Kidney","SRC","P12931;SRC_HUMAN"
"32132",0.0508771929824561,"Kidney","CENPB","P07199;CENPB_HUMAN"
"32133",0.480938416422287,"Kidney","PGD","P52209;6PGD_HUMAN"
"32134",0.623900293255132,"Kidney","CNN2","Q99439;CNN2_HUMAN"
"32135",0.482517482517483,"Kidney","DCP1A","Q9NPI6;DCP1A_HUMAN"
"32136",0.0146153846153846,"Kidney","ITSN2","Q9NZM3;ITSN2_HUMAN"
"32137",0.357843137254902,"Kidney","MICAL1","Q8TDZ2;MICA1_HUMAN"
"32138",0.653592375366569,"Kidney","CNN3","Q15417;CNN3_HUMAN"
"32139",0.515029325513196,"Kidney","AAK1","Q2M2I8;AAK1_HUMAN"
"32140",0.313186813186813,"Kidney","IRF3","Q14653;IRF3_HUMAN"
"32141",-0.164956011730205,"Kidney","RPL13","P26373;RL13_HUMAN"
"32142",0.275,"Kidney","HECTD3","Q5T447;HECD3_HUMAN"
"32143",0.67741935483871,"Kidney","CLIC1","O00299;CLIC1_HUMAN"
"32144",0.527126099706745,"Kidney","CLIC4","Q9Y696;CLIC4_HUMAN"
"32145",0.307389162561576,"Kidney","SDC4","P31431;SDC4_HUMAN"
"32146",0.178260869565217,"Kidney","ATRX","P46100;ATRX_HUMAN"
"32147",0.541880341880342,"Kidney","MYO6","Q9UM54;MYO6_HUMAN"
"32148",0.651612903225807,"Kidney","PTPRJ","Q12913;PTPRJ_HUMAN"
"32149",0.636153846153846,"Kidney","STT3B","Q8TCJ2;STT3B_HUMAN"
"32150",0.0227272727272727,"Kidney","UQCRC2","P22695;QCR2_HUMAN"
"32151",0.752932551319648,"Kidney","NUP153","P49790;NU153_HUMAN"
"32152",0.5853170189099,"Kidney","VWA8","A3KMH1;VWA8_HUMAN"
"32153",-0.209022556390977,"Kidney","PSMG1","O95456;PSMG1_HUMAN"
"32154",0.75366568914956,"Kidney","NIT2","Q9NQR4;NIT2_HUMAN"
"32155",0.540322580645161,"Kidney","TRIP13","Q15645;PCH2_HUMAN"
"32156",0.485495347564313,"Kidney","PHGDH","O43175;SERA_HUMAN"
"32157",0.56158357771261,"Kidney","ITGAV","P06756;ITAV_HUMAN"
"32158",-0.321428571428571,"Kidney","TTC9C","Q8N5M4;TTC9C_HUMAN"
"32159",0.501223581757508,"Kidney","NAGK","Q9UJ70;NAGK_HUMAN"
"32160",0.328449328449328,"Kidney","TXNRD2","Q9NNW7;TRXR2_HUMAN"
"32161",0.391608391608392,"Kidney","F3","P13726;TF_HUMAN"
"32162",0.242236024844721,"Kidney","CCDC115","Q96NT0;CC115_HUMAN"
"32163",0.464709203839639,"Kidney","HSD17B8","Q92506;DHB8_HUMAN"
"32164",0.517228739002933,"Kidney","RTRAF","Q9Y224;RTRAF_HUMAN"
"32165",0.773093841642229,"Kidney","PDCD6","O75340;PDCD6_HUMAN"
"32166",-0.472140762463343,"Kidney","RPL7A","P62424;RL7A_HUMAN"
"32167",0.203812316715543,"Kidney","PSMD14","O00487;PSDE_HUMAN"
"32168",0.227941176470588,"Kidney","TASOR","Q9UK61;TASOR_HUMAN"
"32169",0.229337712096333,"Kidney","PAF1","Q8N7H5;PAF1_HUMAN"
"32170",0.134593993325918,"Kidney","GTF3C1","Q12789;TF3C1_HUMAN"
"32171",0.693548387096774,"Kidney","CPOX","P36551;HEM6_HUMAN"
"32172",0.109230769230769,"Kidney","WARS2","Q9UGM6;SYWM_HUMAN"
"32173",0.164222873900293,"Kidney","POLR2B","P30876;RPB2_HUMAN"
"32174",0.542490118577075,"Kidney","CMBL","Q96DG6;CMBL_HUMAN"
"32175",0.648460410557185,"Kidney","LONP1","P36776;LONM_HUMAN"
"32176",0.598240469208211,"Kidney","SFXN3","Q9BWM7;SFXN3_HUMAN"
"32177",0.814516129032258,"Kidney","DNM2","P50570;DYN2_HUMAN"
"32178",0.410989010989011,"Kidney","RAI1","Q7Z5J4;RAI1_HUMAN"
"32179",0.341275659824047,"Kidney","ACTL6A","O96019;ACL6A_HUMAN"
"32180",0.541055718475073,"Kidney","GAA","P10253;LYAG_HUMAN"
"32181",0.255844155844156,"Kidney","APPL2","Q8NEU8;DP13B_HUMAN"
"32182",0.51008064516129,"Kidney","KANK2","Q63ZY3;KANK2_HUMAN"
"32183",0.664589442815249,"Kidney","FXR2","P51116;FXR2_HUMAN"
"32184",0.587976539589443,"Kidney","ADAR","P55265;DSRAD_HUMAN"
"32185",-0.0197947214076246,"Kidney","RPL5","P46777;RL5_HUMAN"
"32186",0.354435483870968,"Kidney","WDR77","Q9BQA1;MEP50_HUMAN"
"32187",0.558064516129032,"Kidney","AIP","O00170;AIP_HUMAN"
"32188",0.438235294117647,"Kidney","GPRC5A","Q8NFJ5;RAI3_HUMAN"
"32189",0.651026392961877,"Kidney","NADK2","Q4G0N4;NAKD2_HUMAN"
"32190",0.424853372434018,"Kidney","CSTF1","Q05048;CSTF1_HUMAN"
"32191",0.527859237536657,"Kidney","WDR1","O75083;WDR1_HUMAN"
"32192",0.166129032258065,"Kidney","PREB","Q9HCU5;PREB_HUMAN"
"32193",0.543621700879765,"Kidney","CCT8","P50990;TCPQ_HUMAN"
"32194",0.0282258064516129,"Kidney","COX4I1","P13073;COX41_HUMAN"
"32195",0.435850439882698,"Kidney","STUB1","Q9UNE7;CHIP_HUMAN"
"32196",-0.111822660098522,"Kidney","AP1M1","Q9BXS5;AP1M1_HUMAN"
"32197",0.665406006674082,"Kidney","ZPR1","O75312;ZPR1_HUMAN"
"32198",-0.0366568914956012,"Kidney","TNPO1","Q92973;TNPO1_HUMAN"
"32199",-0.225274725274725,"Kidney","QSOX1","O00391;QSOX1_HUMAN"
"32200",0.23304347826087,"Kidney","DDX51","Q8N8A6;DDX51_HUMAN"
"32201",0.673382173382173,"Kidney","HDHD3","Q9BSH5;HDHD3_HUMAN"
"32202",0.24969474969475,"Kidney","LDLR","P01130;LDLR_HUMAN"
"32203",0.628070175438597,"Kidney","MOV10","Q9HCE1;MOV10_HUMAN"
"32204",-0.356671554252199,"Kidney","RPS23","P62266;RS23_HUMAN"
"32205",0.581312569521691,"Kidney","DCPS","Q96C86;DCPS_HUMAN"
"32206",0.338375973303671,"Kidney","RBM10","P98175;RBM10_HUMAN"
"32207",0.564149560117302,"Kidney","PABPC4","Q13310;PABP4_HUMAN"
"32208",0.558651026392962,"Kidney","ANXA11","P50995;ANX11_HUMAN"
"32209",0.159649122807018,"Kidney","PPP1R9A","Q9ULJ8;NEB1_HUMAN"
"32210",0.229064039408867,"Kidney","CHMP3","Q9Y3E7;CHMP3_HUMAN"
"32211",0.318353726362625,"Kidney","EIF2B4","Q9UI10;EI2BD_HUMAN"
"32212",0.527126099706745,"Kidney","FAF2","Q96CS3;FAF2_HUMAN"
"32213",0.115213675213675,"Kidney","TAP2","Q03519;TAP2_HUMAN"
"32214",0.623900293255132,"Kidney","SNAP23","O00161;SNP23_HUMAN"
"32215",-0.38599706744868,"Kidney","RPL18A","Q02543;RL18A_HUMAN"
"32216",-0.205784204671858,"Kidney","SEH1L","Q96EE3;SEH1_HUMAN"
"32217",0.524560117302053,"Kidney","RAD21","O60216;RAD21_HUMAN"
"32218",0.503629032258065,"Kidney","HOMER3","Q9NSC5;HOME3_HUMAN"
"32219",-0.00980392156862745,"Kidney","ITIH2","P19823;ITIH2_HUMAN"
"32220",0.158870967741935,"Kidney","USP39","Q53GS9;SNUT2_HUMAN"
"32221",0.376099706744868,"Kidney","DNAJC10","Q8IXB1;DJC10_HUMAN"
"32222",0.112173913043478,"Kidney","LTV1","Q96GA3;LTV1_HUMAN"
"32223",0.352639296187683,"Kidney","RO60","P10155;RO60_HUMAN"
"32224",0.224706744868035,"Kidney","PAFAH1B1","P43034;LIS1_HUMAN"
"32225",0.0608875128998968,"Kidney","FECH","P22830;HEMH_HUMAN"
"32226",0.654679802955665,"Kidney","BPNT1","O95861;BPNT1_HUMAN"
"32227",0.342741935483871,"Kidney","SUPT6H","Q7KZ85;SPT6H_HUMAN"
"32228",0.261290322580645,"Kidney","LARP4B","Q92615;LAR4B_HUMAN"
"32229",0.539525691699605,"Kidney","PTPN12","Q05209;PTN12_HUMAN"
"32230",-0.0889328063241107,"Kidney","PFKM","P08237;PFKAM_HUMAN"
"32231",0.613269794721408,"Kidney","PSMB8","P28062;PSB8_HUMAN"
"32232",0.521774193548387,"Kidney","MRPS9","P82933;RT09_HUMAN"
"32233",0.416788856304985,"Kidney","MDH1","P40925;MDHC_HUMAN"
"32234",0.534824046920821,"Kidney","SGTA","O43765;SGTA_HUMAN"
"32235",0.687683284457478,"Kidney","DARS2","Q6PI48;SYDM_HUMAN"
"32236",0.313186813186813,"Kidney","DHX8","Q14562;DHX8_HUMAN"
"32237",0.611070381231672,"Kidney","PSMC1","P62191;PRS4_HUMAN"
"32238",0.414222873900293,"Kidney","HNRNPR","O43390;HNRPR_HUMAN"
"32239",-0.0417582417582418,"Kidney","RBBP6","Q7Z6E9;RBBP6_HUMAN"
"32240",0.388034188034188,"Kidney","ANKFY1","Q9P2R3;ANFY1_HUMAN"
"32241",0.144360902255639,"Kidney","ZFAND1","Q8TCF1;ZFAN1_HUMAN"
"32242",0.412587412587413,"Kidney","GALNS","P34059;GALNS_HUMAN"
"32243",-0.0866935483870968,"Kidney","STRBP","Q96SI9;STRBP_HUMAN"
"32244",0.363636363636364,"Kidney","SNX8","Q9Y5X2;SNX8_HUMAN"
"32245",0.519428152492669,"Kidney","ADAM10","O14672;ADA10_HUMAN"
"32246",0.509578544061303,"Kidney","PCK2","Q16822;PCKGM_HUMAN"
"32247",0.21982905982906,"Kidney","GATB","O75879;GATB_HUMAN"
"32248",0.460474308300395,"Kidney","FLYWCH2","Q96CP2;FWCH2_HUMAN"
"32249",0.269293924466338,"Kidney","RPAP3","Q9H6T3;RPAP3_HUMAN"
"32250",0.31708211143695,"Kidney","SAFB","Q15424;SAFB1_HUMAN"
"32251",0.301098901098901,"Kidney","SMARCA2","P51531;SMCA2_HUMAN"
"32252",0.366568914956012,"Kidney","DIS3","Q9Y2L1;RRP44_HUMAN"
"32253",0.581744868035191,"Kidney","STMN1","P16949;STMN1_HUMAN"
"32254",0.0419354838709677,"Kidney","LARP7","Q4G0J3;LARP7_HUMAN"
"32255",0.611803519061584,"Kidney","UAP1","Q16222;UAP1_HUMAN"
"32256",0.415725806451613,"Kidney","GIPC1","O14908;GIPC1_HUMAN"
"32257",0.709090909090909,"Kidney","IFIT3","O14879;IFIT3_HUMAN"
"32258",0.0590175953079179,"Kidney","LIN7C","Q9NUP9;LIN7C_HUMAN"
"32259",0.222140762463343,"Kidney","SRP72","O76094;SRP72_HUMAN"
"32260",-0.0527252502780868,"Kidney","STAM2","O75886;STAM2_HUMAN"
"32261",0.724706744868035,"Kidney","GSS","P48637;GSHB_HUMAN"
"32262",0.42558651026393,"Kidney","PPP1R7","Q15435;PP1R7_HUMAN"
"32263",0.116256157635468,"Kidney","RSF1","Q96T23;RSF1_HUMAN"
"32264",0.238264738598443,"Kidney","GGCT","O75223;GGCT_HUMAN"
"32265",0.165322580645161,"Kidney","STX4","Q12846;STX4_HUMAN"
"32266",0.240196078431373,"Kidney","AP1S1","P61966;AP1S1_HUMAN"
"32267",0.51099706744868,"Kidney","EIF2A","Q9BY44;EIF2A_HUMAN"
"32268",0.736436950146628,"Kidney","IGF2BP2","Q9Y6M1;IF2B2_HUMAN"
"32269",0.244758064516129,"Kidney","NIT1","Q86X76;NIT1_HUMAN"
"32270",-0.23900293255132,"Kidney","RPL35A","P18077;RL35A_HUMAN"
"32271",0.520527859237537,"Kidney","CORO1B","Q9BR76;COR1B_HUMAN"
"32272",0.451612903225806,"Kidney","CORO1C","Q9ULV4;COR1C_HUMAN"
"32273",0.777832512315271,"Kidney","DHX30","Q7L2E3;DHX30_HUMAN"
"32274",0.642228739002933,"Kidney","CTSD","P07339;CATD_HUMAN"
"32275",0.36033724340176,"Kidney","PPM1G","O15355;PPM1G_HUMAN"
"32276",0.336945812807882,"Kidney","PPM1F","P49593;PPM1F_HUMAN"
"32277",0.186790505675955,"Kidney","HIP1","O00291;HIP1_HUMAN"
"32278",0.593325917686318,"Kidney","YLPM1","P49750;YLPM1_HUMAN"
"32279",0.111070381231672,"Kidney","PTCD3","Q96EY7;PTCD3_HUMAN"
"32280",0.407991202346041,"Kidney","AKR1B1","P15121;ALDR_HUMAN"
"32281",0.38233137829912,"Kidney","PSMA5","P28066;PSA5_HUMAN"
"32282",0.199780058651026,"Kidney","XRCC1","P18887;XRCC1_HUMAN"
"32283",0.492307692307692,"Kidney","DNAJB12","Q9NXW2;DJB12_HUMAN"
"32284",0.313049853372434,"Kidney","NFS1","Q9Y697;NFS1_HUMAN"
"32285",0.596041055718475,"Kidney","IPO5","O00410;IPO5_HUMAN"
"32286",0.63743842364532,"Kidney","TNPO3","Q9Y5L0;TNPO3_HUMAN"
"32287",0.385714285714286,"Kidney","TBC1D4","O60343;TBCD4_HUMAN"
"32288",-0.136730205278592,"Kidney","PSMB4","P28070;PSB4_HUMAN"
"32289",0.729032258064516,"Kidney","WDR55","Q9H6Y2;WDR55_HUMAN"
"32290",0.692307692307692,"Kidney","CD9","P21926;CD9_HUMAN"
"32291",0.363636363636364,"Kidney","XPO1","O14980;XPO1_HUMAN"
"32292",0.206959706959707,"Kidney","HOOK3","Q86VS8;HOOK3_HUMAN"
"32293",0.230769230769231,"Kidney","ASAP1","Q9ULH1;ASAP1_HUMAN"
"32294",0.618768328445748,"Kidney","CPD","O75976;CBPD_HUMAN"
"32295",0.74695652173913,"Kidney","SCRN1","Q12765;SCRN1_HUMAN"
"32296",0.510630498533724,"Kidney","DDX50","Q9BQ39;DDX50_HUMAN"
"32297",-0.38782991202346,"Kidney","RPS7","P62081;RS7_HUMAN"
"32298",0.371929824561404,"Kidney","KYAT3","Q6YP21;KAT3_HUMAN"
"32299",0.492207792207792,"Kidney","CPQ","Q9Y646;CBPQ_HUMAN"
"32300",0.67218045112782,"Kidney","EIF4A2","Q14240;IF4A2_HUMAN"
"32301",0.645112781954887,"Kidney","FKBP11","Q9NYL4;FKB11_HUMAN"
"32302",-0.0445665445665446,"Kidney","NUP85","Q9BW27;NUP85_HUMAN"
"32303",0.184455391351943,"Kidney","FDFT1","P37268;FDFT_HUMAN"
"32304",0.7125,"Kidney","TGM2","P21980;TGM2_HUMAN"
"32305",0.30425219941349,"Kidney","CLTA","P09496;CLCA_HUMAN"
"32306",0.196640316205534,"Kidney","FTH1","P02794;FRIH_HUMAN"
"32307",0.289956011730205,"Kidney","DDX18","Q9NVP1;DDX18_HUMAN"
"32308",-0.0989010989010989,"Kidney","CKAP2","Q8WWK9;CKAP2_HUMAN"
"32309",0.641862170087977,"Kidney","PXN","P49023;PAXI_HUMAN"
"32310",0.513846153846154,"Kidney","TKFC","Q3LXA3;TKFC_HUMAN"
"32311",0.517241379310345,"Kidney","FGF2","P09038;FGF2_HUMAN"
"32312",0.182806324110672,"Kidney","NHLRC2","Q8NBF2;NHLC2_HUMAN"
"32313",0.0113459399332592,"Kidney","XPNPEP3","Q9NQH7;XPP3_HUMAN"
"32314",0.534149054505005,"Kidney","MAD1L1","Q9Y6D9;MD1L1_HUMAN"
"32315",0.396260997067449,"Kidney","AP3S1","Q92572;AP3S1_HUMAN"
"32316",0.0139296187683284,"Kidney","COPZ1","P61923;COPZ1_HUMAN"
"32317",0.423387096774194,"Kidney","AHCTF1","Q8WYP5;ELYS_HUMAN"
"32318",0.834677419354839,"Kidney","LTA4H","P09960;LKHA4_HUMAN"
"32319",0.432551319648094,"Kidney","AIMP1","Q12904;AIMP1_HUMAN"
"32320",0.657991202346041,"Kidney","STAT3","P40763;STAT3_HUMAN"
"32321",0.112332112332112,"Kidney","ARL1","P40616;ARL1_HUMAN"
"32322",0.458870967741935,"Kidney","PLAA","Q9Y263;PLAP_HUMAN"
"32323",0.69941348973607,"Kidney","ANXA6","P08133;ANXA6_HUMAN"
"32324",0.575513196480938,"Kidney","FXR1","P51114;FXR1_HUMAN"
"32325",0.593841642228739,"Kidney","ABHD11","Q8NFV4;ABHDB_HUMAN"
"32326",0.363269794721408,"Kidney","ARHGAP1","Q07960;RHG01_HUMAN"
"32327",0.159090909090909,"Kidney","PSMA6","P60900;PSA6_HUMAN"
"32328",0.211143695014663,"Kidney","KHSRP","Q92945;FUBP2_HUMAN"
"32329",0.255062944718117,"Kidney","LARP4","Q71RC2;LARP4_HUMAN"
"32330",0.413123167155425,"Kidney","ELAVL1","Q15717;ELAV1_HUMAN"
"32331",0.383431085043988,"Kidney","UBAP2L","Q14157;UBP2L_HUMAN"
"32332",0.0912756598240469,"Kidney","DDX56","Q9NY93;DDX56_HUMAN"
"32333",0.23533724340176,"Kidney","EDF1","O60869;EDF1_HUMAN"
"32334",-0.145161290322581,"Kidney","RPL6","Q02878;RL6_HUMAN"
"32335",0.503557744937055,"Kidney","SIPA1L3","O60292;SI1L3_HUMAN"
"32336",0.579310344827586,"Kidney","PKN2","Q16513;PKN2_HUMAN"
"32337",0.361764705882353,"Kidney","SPP1","P10451;OSTP_HUMAN"
"32338",0.428225806451613,"Kidney","PPID","Q08752;PPID_HUMAN"
"32339",0.5091642228739,"Kidney","PUF60","Q9UHX1;PUF60_HUMAN"
"32340",0.78021978021978,"Kidney","ABCB6","Q9NP58;ABCB6_HUMAN"
"32341",-0.021978021978022,"Kidney","UTP25","Q68CQ4;UTP25_HUMAN"
"32342",0.365322580645161,"Kidney","TOLLIP","Q9H0E2;TOLIP_HUMAN"
"32343",0.483516483516484,"Kidney","TENM3","Q9P273;TEN3_HUMAN"
"32344",-0.0593841642228739,"Kidney","PSMD3","O43242;PSMD3_HUMAN"
"32345",0.432184750733138,"Kidney","TTC1","Q99614;TTC1_HUMAN"
"32346",0.351648351648352,"Kidney","ANAPC7","Q9UJX3;APC7_HUMAN"
"32347",0.195381231671554,"Kidney","COPS4","Q9BT78;CSN4_HUMAN"
